"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62"
"Price_rat_target_final_pr",0.127872614229876,-0.13196268793185,0.0217261542270436,0.00264869459623077,0.0224379814494974,0.312497247300623,0.0347876685661402,-0.116048317951726,-0.0830747515905918,-0.227491970959535,-0.0843590993772841,0.0340357984371524,-0.0527625393135882,-0.00713371741490276,-0.0716504840755447,0.103061434656146,-0.0501563488009231,-0.0660930467208339,-0.0345557127235848,-0.0238250594563723,-0.0177133957585799,0.00682913298988169,0.0292551125097458,-0.0201239251040771,0.20177602473916,-0.492124102348696,0.489521201107407,0.208036901413728,-0.208717140334689,-0.317676656151445,0.0500837878385106,0.105736540881213,0.0318781127118658,-0.0940164279352679,-0.133774877084597,-0.027416061241835,-0.0366433559485415,0.0362685680647092,0.0107576021368725,0.0297036415369199,-0.0311713440891664,-0.000681315721993687,0.0046044198544029,-0.00136140930786124,-5.11396480717963e-15,3.88534690531905e-15,-5.13478148889135e-16,2.09554595897998e-15,-1.38691141904346e-15,-7.40726924242097e-16,-1.8023776915399e-15,-6.93889390390723e-18,-3.90312782094782e-16,-2.15105711021124e-16,1.50920942409982e-15,-6.53990750443256e-16,1.95156391047391e-17,1.23165366794353e-16,-3.67761376907083e-16,9.54097911787244e-17,-2.51534904016637e-16,1.07552855510562e-16
"Price_rat_amazon_reg_pr",0.132782541635729,-0.15534210011706,0.0352177197556778,-0.0761775607122887,0.12784685683623,0.11403333080151,0.0373203296530555,0.271330248778624,0.107056518624356,0.192021545987861,0.0382555326393626,-0.0384864075166628,0.00401907679093381,0.142264954737768,0.0540820409557071,-0.0991649970037543,0.110467565606721,-0.0159669626955976,0.154177438279187,-0.0368438913734462,0.00945739236075291,0.0687897529419362,0.0246603031605775,0.0424320767789301,-0.0544983018789731,0.206270738475587,0.156647383103707,-0.0423339856553879,-0.00944184665076298,-0.00145017973089319,0.0914699006966961,0.114440884914609,0.0900818536341824,-0.47281195493795,-0.256666587945917,0.174466103253506,0.506537524728908,-0.0252019131181588,-0.159645884224177,0.0420825171426092,-0.108345603045284,-0.00411560675240021,0.010132681890691,-0.00284545680567143,6.25194340742041e-15,3.2760252843822e-15,2.26207941267376e-15,-5.18682319317065e-16,-5.28223298434938e-16,-7.53249459334304e-16,-2.78217119481505e-15,4.25874613352306e-16,7.14597651885196e-16,1.35948110407957e-15,1.97490136223666e-15,6.39028760462956e-16,7.73252989416662e-16,1.38056883633442e-15,1.32966554433622e-15,-4.93095148046407e-16,-2.99998741126739e-16,1.3912482277334e-15
"Price_rat_target_reg_pr",0.14502398412232,-0.142129481530552,7.95172009645333e-05,-0.145515814279991,0.180753901671796,0.104530687470406,-0.0321030538913106,-0.0449605064592969,0.0718901814796316,-0.145231578696466,-0.140892379059011,0.0793615402433729,-0.00144243492640077,0.0589039313805302,-0.0609961073365866,0.111955759035844,0.000447025126952827,-0.160264625864697,-0.0293329750215891,-0.00871447850542789,-0.0141718852056721,0.046525778353305,-0.0196246710789554,0.0659346063092406,-0.0577875764242328,0.252152247132355,0.275536873913529,-0.034658062563887,-0.116077952399951,0.184060051051621,0.118818894761856,0.0980316497229424,-0.165590097249929,0.537499603166008,0.327429705988072,-0.0104210199552004,0.352767480410687,-0.0775505091459696,-0.0994511460564903,-0.0617183889111049,0.0437526379446407,-0.00138988156247031,-0.0153093842912543,0.00323756804655048,-7.91727794435815e-15,-6.49480469405717e-15,-1.02695629777827e-15,2.67841304690819e-15,2.3037127760972e-15,1.1293049828609e-15,4.21320964227867e-15,-8.11850586757146e-16,1.04170144732407e-15,-3.36373724013628e-15,-4.52415882534751e-15,3.20490162186715e-16,-9.9399655173471e-16,6.99093560818653e-16,1.30451205393456e-15,-2.60208521396521e-17,1.67227343084164e-15,6.67868538251071e-16
"TCIN_var",0.0181991898726939,0.0897323690230728,-0.114895032222402,-0.177989907260531,0.102044918022953,-0.0953330245387257,0.219034357056788,-0.0358235293525906,-0.190400036049228,-0.24454876596571,0.0770159085771607,-0.282236574727697,-0.380315157924085,0.266359198542583,0.20571008764296,-0.519912630195741,-0.27268938645114,-0.170624482831061,-0.230474133303224,0.0373595083902064,-0.0104740953835573,0.00505835086728349,-0.0293437619929388,0.0199000767130019,-0.0131932273199645,0.0480063846958392,0.043681202429563,-0.0255022258344727,-0.0210340680955671,0.0300389928550094,0.0157239959872433,0.016609111852798,-0.00085114965171528,-0.0232491937206765,-0.00949901947155042,-0.00576034463619865,-0.0321521385636248,0.0035826958078586,-0.0105223321082425,0.00184998285920887,-0.000471855254851434,-0.00182228426161093,-0.00203971463704152,-0.000389464038209273,1.72084568816899e-15,3.86843335142828e-16,3.46944695195361e-16,-3.28730098697605e-16,-6.59194920871187e-17,-8.32667268468867e-17,-8.97719398817998e-16,3.7101398342454e-16,3.12250225675825e-17,5.8113236445223e-17,2.08166817117217e-17,-1.16226472890446e-16,-1.50053580671994e-16,-5.25729633438221e-16,-5.72458747072346e-17,-1.86482773667507e-17,-1.02782365951626e-16,-1.24032728532342e-16
"max_tcin_price",0.134753369340321,-0.204464145410104,0.0924328879715597,0.075191767654219,-0.0927975215710121,0.0385170719611218,0.0836775958272314,-0.104750325599744,-0.159002792892453,-0.0481696136707886,0.0237152539991254,0.0189361499138413,-0.0128377473895546,-0.00240202467638098,-0.0255969045407162,0.0138127844794488,-0.0315004417188396,0.078157415839463,-0.0428896828931778,0.0298210965848223,0.00830343723362453,-0.127608188145875,-0.0273812815127638,-0.0362200350947315,-0.0136021024508532,0.100551636820088,-0.0664886073760607,-0.0392451925131592,0.0317884636563616,-0.0367398822694888,-0.039633785863785,-0.0388206205690985,0.0213741714786775,-0.0116904828950343,-0.0114694074341271,0.0237295867723605,0.101321738942812,-0.023131895477828,0.196419041599193,-0.00195596133208009,0.00525659457925054,-0.00579345186163405,-0.0678204752542677,0.00121823574943643,-0.124240948635015,-0.0203197306268136,0.0628448808005053,-0.275368314785844,0.0188008360922639,-0.0128080657739108,0.00119164736081616,-0.0243767229583401,0.00242747199165966,-0.00112285031364186,0.00765049500997186,0.189532108963993,-0.0326283623254753,-0.0161579343331876,0.46478951166453,0.527560868322781,-0.113124254188772,-0.348933428298526
"min_tcin_price",0.134753369340321,-0.204464145410104,0.0924328879715597,0.075191767654219,-0.0927975215710122,0.0385170719611217,0.0836775958272314,-0.104750325599744,-0.159002792892453,-0.0481696136707886,0.0237152539991254,0.0189361499138412,-0.0128377473895546,-0.00240202467638098,-0.0255969045407162,0.0138127844794488,-0.0315004417188395,0.078157415839463,-0.0428896828931775,0.0298210965848223,0.00830343723362448,-0.127608188145875,-0.0273812815127638,-0.0362200350947314,-0.013602102450853,0.100551636820088,-0.0664886073760608,-0.0392451925131595,0.0317884636563616,-0.0367398822694888,-0.0396337858637853,-0.0388206205690988,0.0213741714786776,-0.0116904828950333,-0.0114694074341271,0.023729586772361,0.101321738942812,-0.0231318954778282,0.196419041599195,-0.00195596133208018,0.00525659457925017,-0.00579345186163201,-0.0678204752542594,0.00121823574943661,-0.12441031054855,-0.0169333794608977,0.0629783834202307,-0.272833632290159,0.028373031255036,-0.00294797294912819,0.0021809003288099,-0.0170564977266474,-0.00340242600120103,0.0127986392491923,0.000936885687012575,0.053233271421886,0.000380702676919183,0.0102916877255834,0.112470986141609,-0.803497252084379,-0.0353833381088316,-0.0710638305627357
"gross_sales",0.0102945026126181,0.155638574896607,-0.130926298859238,-0.150974427732446,0.0519186036538305,-0.0524141906392937,0.339933414803633,0.129820345197769,-0.27932558628678,0.00120606741478874,0.087193030215723,0.0765212078580249,0.359512241521719,0.128831493826423,-0.173447876876265,0.110803685659174,-0.106740876530239,0.0215120643222408,0.0238956281970471,-0.0016936733708062,0.0131077443882743,0.0212459405196404,0.00808530083393322,0.00856061946224103,-0.0124737159029641,-0.00471781537394082,0.0172604896173944,0.0256472110901924,-0.00996096293067908,0.0318761017306573,0.0288701605460896,0.0173359090823813,0.0539710134829765,0.00777639586244252,-0.0601229468921089,-0.119655372882907,0.0141138566234165,0.139494249832138,0.0263386765732639,-0.620425846997919,-0.261742778018523,-0.0412493712108067,0.00828945690911445,0.0717943922224519,-4.09394740330526e-15,1.49103819568897e-14,2.47024622979097e-15,3.89965837399586e-15,-2.70096445209589e-15,9.66240976119082e-16,8.73780214849518e-15,2.20786930404948e-15,-2.75474087985117e-15,-4.49206644104194e-15,2.37825167545558e-15,-3.7097061533764e-15,-5.68143622425854e-15,-5.51642065360625e-16,1.58380253356682e-15,-2.91433543964104e-16,1.88390969491081e-15,-5.3256010712488e-16
"net_Sales",0.00993126742289728,0.154779340992052,-0.130843903140665,-0.151381925201669,0.0530167067554766,-0.0524528788914218,0.338140519439057,0.128175315487444,-0.279776791788824,-0.000767754680236608,0.0931330006353017,0.0739064385259387,0.367067101317714,0.133789887367681,-0.172297428691552,0.112934682402153,-0.109394433217743,0.0226159832170448,0.020186615116896,-0.00920678548168663,0.0135452802039684,0.0257535208527603,0.00591376443260017,0.0110361995516785,0.0179502812801804,-0.0114657784715544,0.0277833989442621,-0.012902887234767,-0.0066490377037445,0.00550802557660812,-0.00370111956806934,0.0209133601476174,-0.0510711866184537,-0.00639206767266666,0.0577136284796865,0.115065374113179,-0.0142322111365915,-0.138355133978618,-0.0134768331247393,0.618356373969682,0.261258426914042,0.0427498545628235,-0.00407548343212692,-0.0706028488404048,1.54390389361936e-15,-1.36071709455621e-14,-2.66453525910038e-15,-2.09381123550401e-15,2.27248775352962e-15,-1.1744077932363e-15,-8.12240899539241e-15,-1.50400525367189e-15,1.89561907837366e-15,4.55451648617711e-15,-1.81972492629967e-15,3.13941581064903e-15,5.0821976835258e-15,7.11236625150491e-16,-1.77202003071031e-15,3.7470027081099e-16,-1.80758186196783e-15,6.40112962635442e-16
"Amz_rating1",0.0500332656180416,0.198625030537843,0.207490152869756,-0.122891278754714,-0.0407551903020294,0.0143341584606652,0.169607464817417,0.0847834669344967,-0.0715841565859083,0.0426203330161485,-0.246235101120463,0.151247503607866,-0.156488387456202,-0.0845801400530255,-0.126933860255179,-0.125599026113218,0.293775983956931,-0.0149578624216869,-0.043395067405803,0.0394630052197787,-0.0929301565220968,-0.0942974527788162,-0.225327618277671,0.12573411220615,0.00205378739008958,0.0470269511320514,-0.0151838544924955,0.217761999955792,0.0720571699670282,0.0336652751419859,-0.103929289238381,0.0203396958681858,-0.204152271034813,0.173120546468356,-0.199095553217468,0.233134945054755,-0.0501048957023268,0.230876592543228,0.0518020796591806,0.150565027273114,-0.341494107847244,-0.0773038661733565,0.031951111055517,-0.173070049907672,-0.00444074441480869,0.0876289653089774,0.00350049784252181,-0.00043755610849254,-0.00331448477467058,-0.0125262932646221,-0.0488835606632895,0.00297361610949575,-0.0367911796274122,0.0789089214954761,0.0799109554783853,-0.00400858451914659,-0.033996717185537,0.0668418455523042,0.0194721529122599,-0.000911527295776898,0.1855756617671,-0.0390952345915675
"Amz_rating2",0.183423506877368,0.124099893278197,-0.0490707793447915,-0.0048577565827512,-0.0792919870188836,-0.0253173046092547,0.0365578475923607,0.0239844342201111,0.038808815947251,0.0350933079323981,-0.0678409088564565,0.0637756743894764,-0.0584740673414469,-0.051431068960653,0.0703337711146787,0.0274761713937562,-0.0661909599891462,-0.000611457811464222,0.028560488899868,-0.256445746121842,-0.0796172735952493,0.00819798799736559,-0.0447498658833437,0.0244257331534402,0.291564068130315,-0.0281336718165647,0.0626384220264052,-0.409713391435498,0.107212211654062,0.0206653886603788,-0.12833929828314,0.0821608407447875,0.289654458911542,0.0807643120554539,-0.039321077578576,-0.163617239022776,0.041539261719199,-0.0631241697279834,-0.0116863008569296,0.0194908044645782,0.00422629595625472,0.0802437787969131,-0.0179112322106354,0.041499625212465,-0.007643814895935,0.371458040608765,0.00602537661538176,-0.0188268817187375,-0.0649637316223216,-0.0633810916300649,0.22280997804378,-0.00620371377483288,-0.0489849982620049,-0.0100764653762893,0.213597313448902,-0.0600866142760321,-0.0285834051160926,0.188699696527386,0.053577040062547,-0.00277339428220403,0.341231315156763,-0.0807286208353044
"Amz_rating3",0.106471080362554,0.136620359491839,-0.0748312413519438,-0.0103572457217693,-0.115718308826585,-0.00399173082111857,0.291383871658896,0.0707699492996187,-0.0593058890113796,0.0860455297065238,-0.352908109666129,0.235953847098301,-0.254941802842831,-0.170438009997734,0.164531737420067,0.062781578597403,0.0194897253938052,0.0600942559196827,0.045094212145118,0.072548889604656,0.0228442829014943,0.138037472237999,0.0501491964331929,-0.293084180812647,-0.051824408534384,0.00355643232836356,0.00482693662933445,-0.078988154338564,-0.0726582615522583,-0.0842642354742769,0.0116692812300043,-0.00108192366924655,-0.320340560523219,-0.309761576450998,0.354708371347945,0.00823126341898722,-0.0266346142383071,-0.218666379857732,-0.0225359940479097,-0.115007584138099,0.0253487410803622,0.00499007394215947,-0.00602630421489755,0.0802151652899815,-0.0346500393966098,0.0368127070459362,0.0273135260265883,0.0179482363688181,-0.0303448067670649,0.0427353799861886,0.00605808385094424,-0.0131882828421269,-0.0377009184719629,0.00840833911105476,0.0153362665233428,-0.00127530593813876,0.00136323945788746,-0.0223517314231785,-0.00190759494586753,0.000216823532518199,-0.035806238043846,0.00834416602077232
"Amz_rating4",0.174858244842194,0.111902454725395,-0.111000467428219,0.0121821826125824,-0.0676564245334147,-0.0119267615839828,0.0766813837985499,0.0431084831340385,-0.00300529544935749,0.0141633136908585,-0.135227188834355,0.0841648294166877,-0.0748287473355644,-0.0818561359649374,-0.11300475375081,-0.120108129644257,0.195515441445112,-0.0310107002804045,-0.0368851448506853,-0.0514369378494121,0.143821839426988,-0.173850632858418,-0.00222919377436508,0.198975199833715,-0.17492538814461,-0.0681351443994707,-0.0269462615531888,0.0243895106663246,0.0232458715112352,-0.0288765105319231,0.343265582310673,-0.248294837352237,-0.079890996411532,0.0639680591336289,-0.310434171199044,-0.162201386125147,0.0468992290228227,-0.0224119593487303,-0.0495119134257413,-0.101882739929253,0.38713460301131,0.303859823432894,-0.0738691123951354,0.154274924856633,0.0263859815179415,0.0370293089800898,-0.0207992315586884,-0.0227964569687655,-0.0128938345206248,-0.143163797432989,-0.0527481881044096,0.0892739303753534,0.107041400634736,-0.0897648177085947,-0.0838308625185755,-0.0335262292826116,0.00101837549239265,0.171968920241683,0.00321799172865395,0.000559689883896793,-0.0628296394859025,-0.000735274992316357
"Amz_rating5",0.191570133779758,0.0567642546853383,-0.0934090621861266,0.0172969437875485,-0.0769008153183188,0.00477647371584574,-0.0719131712439176,-0.0390513729715338,0.0465936138823411,-0.0225676798472578,0.0567389881042221,-0.0968932256307708,0.082839169427465,-0.0798921787064103,-0.0745169291033633,-0.0855667141651219,-0.0475519368588495,0.0131800313142748,0.0207388598010587,-0.140927894393707,-0.0614132295399548,0.0345572543146991,0.0227098482008749,-0.0923712691798201,-0.0535787867431933,0.0381708261897856,-0.0254121220268059,0.0541191097601212,-0.0726673751672479,-0.00616347770678727,0.0351347111516752,-0.0177528304102888,-0.0834415122545154,0.00363045161280041,-0.0712034855847173,-0.0539050549303168,-0.00344010851056754,-0.142989561541893,-7.01590825730181e-06,-0.0175814989674893,0.00316504764022845,-0.31378580615704,0.062404379567013,-0.166848955295127,0.137153734551204,0.153225424870985,-0.108113934746975,-0.133495714357388,-0.166214834401077,-0.242640101509659,-0.294191779598231,0.183193523503802,-0.123823282579199,0.0281730247503088,0.348231552136882,-0.270147660818722,-0.338724708111616,-0.110552115302901,0.0448225615259716,-0.00242894148855648,-0.244317041405439,0.0462479124536084
"Amz_Review_count",0.192301848089318,0.0805817222737732,-0.0873288454812031,0.0102291227550658,-0.0827256303815603,0.000565404441975047,-0.0234131027492633,-0.0179992198323722,0.0343729336791906,-0.00672836128204163,-0.00277516390385778,-0.0441190966075632,0.0329400245956758,-0.0885612490765581,-0.0558162245929465,-0.0755634329292799,-0.0166970260747946,0.0110317614510588,0.0173888765897665,-0.133828635148903,-0.0441995912869201,0.0187445996145673,0.010581710640489,-0.0683566848944807,-0.0348328070515347,0.0231467684442596,-0.0169679655864926,0.00889953975617956,-0.0483613911865004,-0.0100193454319204,0.0446732578274273,-0.02828818718734,-0.0731292321017803,0.00103072578653607,-0.0706959176605286,-0.0649928562520458,0.0021310153637871,-0.128498531615976,-0.00547420269604564,-0.0243698294950196,0.0294990058271289,-0.216020039968349,0.0417277221327464,-0.114386076506096,0.39018880987349,-0.256563869485678,-0.307573451555765,-0.202852127222083,0.250198084169494,-0.151591000881927,0.149854328934632,-0.14129619917207,0.0957828912894118,0.0542100089923715,-0.087857264788554,0.220548477340839,0.244863449446275,-0.236266014646045,-0.0357634147567602,-0.00165663855995768,0.351292152564627,-0.0474978029802465
"Amz_Avg_rating",0.18012896772985,0.118789458163887,-0.0136557205661836,0.1334128733532,0.0423701527004856,-0.0305911601497522,0.00753318654352579,-0.0103741032726506,0.00909246248054568,0.00667586456656097,0.00126774857165767,0.0203440651895444,-0.0297126394003784,0.027092952844754,0.0751402337283641,0.0709092875458567,-0.0393725405668194,-0.0476913432313437,0.0799077458683559,0.367985796366245,0.0559727527738535,0.0126291156077261,0.174813380343761,0.14708373832,0.0956205475420516,0.0149005530410378,-0.0191264003713833,-0.0204366574832864,-0.00694609243668577,0.00955945023776428,-0.0559448740449783,0.0346045357942908,0.00699229249942749,0.0724556744063048,-0.113813148135754,0.0149789072149398,-0.0398463023101397,-0.254013392000415,0.00377878378470781,-0.00953853093298181,-0.147035526446626,-0.23077934002713,0.0513069206294061,-0.328659243163467,-0.00597682523130112,0.153834479066354,0.00471134158445391,-0.00832771232319666,-0.0620646469126156,-0.148017687549436,0.196449054745434,0.0645453799956208,0.186971427752934,-0.288232706635728,-0.252197537873493,0.0133228564373237,0.180375951511126,0.255610080685735,-0.0224872983115247,0.0022354942198003,-0.246023592403978,0.027260282651847
"Amz_Avg_helpful_votes",0.183394583326879,0.12589807513227,-0.0500811527148651,0.0570543477499689,-0.0188094861919161,-0.0172811571112262,0.0299590074859397,0.0221459756883419,0.0148826643851889,0.00889663577702744,-0.0483087961413745,0.0797181025866031,-0.0742800611506422,0.0278035702800599,0.0490692578633671,0.0295154963784245,0.0312393342298505,-0.0129555701909727,0.093658828572718,0.225271225601247,-0.0572549701911767,0.0417911265263074,-0.30773026470246,-0.16321753909111,-0.415047189022312,-0.0780305372294748,0.0215756847608196,0.243960766251463,-0.0620010260158681,0.0802240978288594,-0.00802212918463336,0.0440352569290524,0.615675421582114,0.0635508861242163,0.0617600368839735,-0.0782969534791812,0.0124958847544927,-0.0939623595472355,-0.00506571188823579,0.00569646998085613,0.103424010823912,-0.0131419803226639,-0.000267906300305154,-0.117254342464083,-0.036599324712398,0.0561543703288979,0.0288500857573393,0.0234198254173724,-0.0329754021224782,0.0853446123332325,-0.101752224022803,-0.0491921853413866,-0.0959005358513306,0.109730670437061,-0.00377326135518235,0.06943209744709,0.0550433363407682,-0.048599453401575,-0.0140573308541738,0.000793324477662489,0.0335826630623052,-4.36582970938302e-05
"Amz_cal_avg_score",0.0274552741319998,0.12380080181146,0.232266787182483,0.213094226532448,0.284643986171885,-0.017284512174412,0.017879651634709,-0.027854717035445,-0.0484433059241549,-0.0211122277833213,0.00740047451049448,-0.0488513601596815,0.0508558851049738,-0.0188029140922555,-0.0432159596092765,-0.0516342212536047,-0.00238280426407176,0.0131275359516386,0.023230599576724,0.0568008851823739,-0.30455143611631,0.0296918332016656,0.0670393746237644,-0.0224509705511011,0.298946776257214,0.118236557138343,-0.0742776435907075,0.0757604497991808,-0.0559035800584052,-0.0352160907768155,0.230921239438446,-0.103447769023937,-0.00695668283286021,0.0258221019788948,-0.100358933858934,0.128742653526415,-0.07146964179459,-0.332642417440972,-0.0362267415430138,-0.167924740491583,0.0541228645780185,0.364304215564191,-0.0754929333685401,-0.254689322498725,-0.0289627880751916,0.0213905780819172,0.0228304463622256,0.0178035383362906,-0.028965441489927,0.150405532540066,0.00500429937104893,-0.0915739386366415,-0.155806002446889,0.116030888454114,0.107186022180956,0.0348533928767839,0.00193281143796905,-0.199753937073741,-0.00682616495064202,-0.000329281223201915,0.0226308838231488,0.0104277177427153
"amz_rating_4_5",0.191956066528064,0.0630376021581094,-0.0962354948552667,0.0169622060911211,-0.0767958245966769,0.00311679093160205,-0.0574707117152733,-0.0310581672617179,0.0420204050658129,-0.0190501530068559,0.0376848663046932,-0.079397069833242,0.0675864319871651,-0.0809687712554474,-0.0792781783576199,-0.0900445334710042,-0.0231594971005554,0.00879506106564459,0.0150598479301945,-0.133299435085482,-0.0410503111051379,0.0135749021402192,0.0204025059696191,-0.0635214576948066,-0.0666033259247192,0.0276930948374144,-0.0258477790870711,0.0516648733133946,-0.0636327982546878,-0.00855899785579538,0.0671018049952228,-0.0415769465442797,-0.0839917800953964,0.0098545857501634,-0.0965037587503579,-0.0655955691340336,0.00168177894325353,-0.132197435164436,-0.00508114319012353,-0.0264146549689979,0.0425550396873155,-0.253917466558103,0.0491206009624517,-0.135763054422114,-0.368885079265733,-0.331137946832356,0.290780397044126,0.263569664142563,0.158821584189768,0.307075269101403,0.180475430710535,0.00739096894586325,0.119698776580622,-0.0153433147432863,0.0154407991768804,-0.119860548687715,-0.25261159136529,0.189342789204173,0.0560123018320514,-0.00110771856757941,0.217604990671346,-0.0542596932651106
"amz_rating_4_5_cnt",0.178130671560333,0.102855258505032,-0.0390589730699692,0.150687316730568,0.0613647937477138,-0.0301444852787689,-0.0081098721804803,-0.0184893398824128,0.00829004269155646,-0.0100643520688685,0.00615677050603081,-0.026351177915033,0.0168735888141071,-0.00172365175305466,-0.0575640142133669,-0.0300058039867532,0.0805891031182215,-0.0742411781418152,0.0289009318859596,0.417911688560184,0.109168751434674,-0.0377788598254044,0.249436066992701,0.245732643545004,0.087470615529823,-0.0422955197226047,0.0183777737082357,-0.1756227240366,0.0672153040999429,-0.00141329761753384,-0.108139888789124,0.0227650951257057,-0.13305143507601,-0.0267804777354686,-0.0724279825759839,-0.238474942653403,0.0822251861479285,0.128364741955017,-0.00399931239495438,0.0350485471196034,0.148834210350027,-0.255157242402468,0.0449265306840541,0.150698073222705,-0.066370367027775,0.0621327805370883,0.052317653277617,0.0456109860820985,-0.0451110494564287,0.203366856201488,-0.234290362853215,-0.112115923138096,-0.232985188873707,0.28157868180674,0.067301923812484,0.123925631485301,0.051741623468534,-0.169144089524914,-0.0198721835324888,0.000815452057266443,0.126714247294106,-0.00648370170651808
"amz_rating_1_2",0.170643370719531,0.159244932834831,0.0130501167779279,-0.0368278321392684,-0.0788504671796008,-0.0179083513242518,0.0764368209361093,0.0431073790334874,0.0142664851535111,0.0414312387662274,-0.123637608874675,0.0949055620274128,-0.0917505527463026,-0.066597870850139,0.0265992765928259,-0.00981047416941395,0.0212960312737197,-0.00449986426363913,0.0129669582031774,-0.209498649100538,-0.0929960019053943,-0.0180288751013435,-0.0982728705546504,0.0543693547782626,0.250658058724544,-0.0116355794608621,0.0496976795963135,-0.293589773976079,0.111120355608951,0.0266745678770306,-0.13771441613087,0.0758856464212395,0.194216739176587,0.115292093777729,-0.0866442238305593,-0.0783956087723505,0.022317265823575,0.00721009879791612,0.00374254032628753,0.0567353181325526,-0.0871331442826153,0.048290491757256,-0.0068731629737432,-0.0103970751430655,-0.0226916397928695,-0.431430549719897,0.0178870992605096,0.0379310568797176,0.0614137419447477,0.0827401471990221,-0.25660714404477,0.0273723348427657,0.0545821526365205,-0.00195998734375183,-0.215735676902273,0.0267715714581103,-0.0208093535727641,-0.208928100620199,-0.0533671677392865,0.00300296450325665,-0.428255562547866,0.0980865748092571
